chroma_major_strength,chroma_minor_strength,mfcc_1,mfcc_2,mfcc_3,spectral_centroid,rms,zcr,mood,timestamp
0.242675,0.244136,23.961241,-6.542342,-17.257757,18.638,0.037285,29.2,Energetic,2026-04-12T01:11:31.891704
0.273077,0.265555,13.553794,1.774527,3.113471,33.793333,0.023553,43.6,Energetic,2026-04-12T01:11:44.026334
0.252231,0.267511,28.84909,-7.769569,5.721271,31.707333,0.076153,35.733333,Energetic,2026-04-12T01:11:54.705915
0.245928,0.247276,13.960627,5.628523,4.406266,39.466667,0.02069,46.0,Energetic,2026-04-12T01:12:07.269120
0.247526,0.250957,40.071942,13.163539,2.569433,18.454667,0.045263,23.466667,Energetic,2026-04-12T01:12:21.713936
0.257397,0.253276,22.484391,11.65235,8.55273,21.248667,0.025652,21.466667,Energetic,2026-04-12T01:12:40.495344
0.24385,0.233563,14.481085,-9.971196,0.563071,34.39,0.033812,50.533333,Energetic,2026-04-12T01:13:00.783609
0.249698,0.261886,19.962755,-21.728097,-0.352048,40.188667,0.05571,59.6,Energetic,2026-04-12T01:13:22.675681
0.252901,0.247241,24.570019,15.123211,17.925243,16.031333,0.068584,13.066667,Energetic,2026-04-12T01:13:34.079952
0.252612,0.249963,19.960594,12.038689,16.429318,31.818,0.068411,39.2,Energetic,2026-04-12T01:13:48.745405
0.231561,0.245598,9.489515,-1.516696,-2.905775,36.321333,0.012657,52.0,Energetic,2026-04-12T01:14:14.672018
0.250993,0.245883,10.969704,3.419755,8.232317,24.728667,0.022752,32.266667,Energetic,2026-04-12T01:14:29.165852
0.251303,0.246648,30.660455,3.379081,3.66956,31.203333,0.052522,38.8,Energetic,2026-04-12T01:14:51.591901
0.25503,0.251132,24.907808,7.013112,16.309295,34.184,0.057371,30.933333,Energetic,2026-04-12T01:15:07.502453
0.248847,0.248309,12.428729,3.966725,-0.401765,17.566667,0.015791,18.666667,Sad,2026-04-12T01:15:32.065977
0.251947,0.254649,32.604195,17.42863,5.861172,8.410667,0.04237,11.6,Sad,2026-04-12T01:15:42.675048
0.257597,0.255124,31.120585,17.288697,4.695273,10.612667,0.035164,13.6,Sad,2026-04-12T01:15:54.900892
0.250579,0.253631,25.320373,10.625378,0.715715,13.864667,0.045414,17.733333,Sad,2026-04-12T01:16:10.835824
0.249975,0.256799,32.377483,12.975998,11.974014,12.620667,0.078692,11.866667,Sad,2026-04-12T01:16:21.069630
0.248335,0.247038,16.591964,-2.108483,9.881933,33.976667,0.04665,48.666667,Sad,2026-04-12T01:16:31.653211
0.258866,0.252957,32.016063,5.102363,-0.867493,18.674,0.04639,20.533333,Sad,2026-04-12T01:16:45.526092
0.247591,0.249911,11.626739,7.320631,7.348812,25.225333,0.016005,24.666667,Sad,2026-04-12T01:17:27.954859
0.254579,0.252653,32.040637,14.825174,6.816099,9.419333,0.050126,10.266667,Sad,2026-04-12T01:17:39.418613
0.252002,0.249359,45.137437,29.731043,19.280947,8.486667,0.094356,6.933333,Sad,2026-04-12T01:17:50.355986
0.266159,0.266969,17.782987,8.219107,-2.797089,8.583333,0.035333,14.4,Sad,2026-04-12T01:17:59.736329
0.244583,0.246422,27.33987,23.32895,17.435564,3.320667,0.038326,7.066667,Sad,2026-04-12T01:18:12.380691
0.251753,0.250108,26.650445,11.259471,0.245221,10.516,0.02669,14.666667,Sad,2026-04-12T01:18:24.899106
0.252294,0.246952,38.763751,23.109495,19.776985,15.003333,0.079992,8.666667,Sad,2026-04-12T01:18:35.085013
0.241397,0.247372,81.813077,20.467476,4.244041,10.652667,0.189169,15.733333,Sad,2026-04-12T01:18:49.611249
0.259091,0.247205,53.253367,20.812053,5.588695,11.330667,0.070366,12.8,Sad,2026-04-12T01:19:01.927168
0.264284,0.247935,16.472319,9.012811,1.961541,16.826667,0.020637,21.6,Sad,2026-04-12T01:19:15.673109
0.241277,0.244423,12.978038,10.240957,6.445679,5.843333,0.015368,10.0,Sad,2026-04-12T01:19:28.993294
0.254917,0.252933,2.933434,2.65304,2.220181,3.353333,0.004043,4.933333,Sad,2026-04-12T01:19:39.977628
0.242825,0.240338,21.370438,16.457637,9.853491,4.938667,0.024133,9.6,Sad,2026-04-12T01:19:54.501768
0.2482,0.266458,30.651337,5.576281,-1.929222,15.185333,0.038914,25.2,Sad,2026-04-12T01:20:04.504742
0.257247,0.258909,23.032395,8.354281,-1.380227,12.185333,0.023437,17.333333,Sad,2026-04-12T01:20:17.623254
0.255082,0.250923,38.743839,23.964476,14.478101,10.065333,0.062375,8.266667,Sad,2026-04-12T01:20:30.115970
0.235474,0.237238,34.415934,9.703252,2.672075,21.064,0.056976,31.6,Sad,2026-04-12T01:20:43.012745
0.245662,0.234909,5.540148,3.092051,1.009997,10.851333,0.007576,15.733333,Sad,2026-04-12T01:20:56.260733
0.255821,0.257299,8.580529,5.050677,5.112013,23.374,0.012723,26.666667,Sad,2026-04-12T01:21:10.991149
0.249792,0.249795,53.308863,28.93139,11.903785,11.666,0.089834,10.933333,Sad,2026-04-12T01:21:24.841352
0.254012,0.252359,34.892975,7.092274,-8.136107,15.454667,0.036539,21.6,Sad,2026-04-12T01:21:34.625546
0.2556,0.250758,23.794994,11.485017,0.350143,7.59,0.030024,10.666667,Sad,2026-04-12T01:21:44.335012
0.254039,0.254469,45.694169,29.81219,18.678001,10.536,0.099008,6.533333,Sad,2026-04-12T01:21:55.999664
0.255207,0.250059,12.983012,3.442323,-3.825667,10.426667,0.018687,15.6,Sad,2026-04-12T01:22:11.178185
0.256956,0.25793,34.444338,11.429422,-5.23224,13.753333,0.042815,16.8,Sad,2026-04-12T01:22:20.308147
0.451739,0.386646,-0.675242,-5.18466,2.140004,49.131333,0.00645,86.0,Sad,2026-04-12T01:22:31.347104
0.246355,0.242943,47.669419,26.140208,22.553715,20.088667,0.108608,21.2,Sad,2026-04-12T01:22:40.201187
0.251439,0.256406,23.562179,13.41535,9.206223,26.610667,0.037855,27.066667,Sad,2026-04-12T01:22:50.838848
0.254547,0.25202,30.422709,4.594019,11.031477,28.661333,0.094552,31.466667,Happy,2026-04-12T01:23:17.515793
0.246784,0.248519,27.50192,3.785385,0.068521,24.426667,0.036959,26.933333,Happy,2026-04-12T01:23:29.885646
0.24336,0.232974,25.782163,-12.833897,2.246677,41.645333,0.066627,51.333333,Happy,2026-04-12T01:24:04.303723
0.255443,0.251371,57.179601,12.287813,1.628037,19.82,0.096685,21.6,Happy,2026-04-12T01:24:22.492305
0.246134,0.255693,18.50303,12.028319,9.450231,20.609333,0.026184,22.0,Happy,2026-04-12T01:24:34.405682
0.254569,0.252885,24.357021,11.745306,12.047014,18.459333,0.041375,11.2,Happy,2026-04-12T01:24:53.551645
0.253248,0.248237,22.883018,4.803418,5.060733,22.487333,0.038332,22.666667,Happy,2026-04-12T01:25:09.448991
0.210373,0.236295,4.633545,-6.945638,-1.075011,55.156667,0.015887,87.066667,Happy,2026-04-12T01:25:19.976445
0.247946,0.245265,9.533663,8.696033,8.578621,29.048,0.015143,33.466667,Happy,2026-04-12T01:25:32.664680
0.256224,0.263259,32.429657,-6.556339,-2.064379,28.247333,0.047504,37.2,Happy,2026-04-12T01:25:41.964349
0.247026,0.251033,24.225071,8.339753,13.968176,33.454,0.038178,29.2,Happy,2026-04-12T01:25:54.774536
0.245742,0.249841,0.573971,1.653411,1.74339,63.795333,0.005178,110.8,Happy,2026-04-12T01:26:02.469921
0.264529,0.256367,54.081971,4.376109,3.640534,21.133333,0.119078,24.0,Happy,2026-04-12T01:26:20.223251
0.25214,0.255213,44.489611,1.593472,3.333365,26.280667,0.073173,32.666667,Happy,2026-04-12T01:26:35.041867
0.255461,0.253663,16.921199,10.496377,11.778031,20.104,0.032955,17.2,Happy,2026-04-12T01:26:47.928777
0.247143,0.249461,17.568749,-5.656985,-5.636179,27.442667,0.027207,37.2,Happy,2026-04-12T01:27:02.921828
0.224464,0.235749,10.297189,-0.107256,-4.878991,19.767333,0.010756,28.933333,Happy,2026-04-12T01:27:21.575993
0.247791,0.250513,7.868769,4.620373,15.263508,50.108,0.024007,79.466667,Happy,2026-04-12T01:27:36.949679
0.243269,0.244769,59.461701,18.097533,7.81802,14.388,0.158029,13.333333,Happy,2026-04-12T01:27:48.356287
0.258678,0.253291,37.367533,5.613554,17.495235,35.285333,0.068493,35.733333,Happy,2026-04-12T01:28:05.583028
0.243981,0.240936,32.772788,-4.686017,-0.543188,29.355333,0.062115,36.933333,Happy,2026-04-12T01:28:18.168328
0.274149,0.250899,18.567484,-4.021205,2.410404,20.739333,0.027364,30.133333,Happy,2026-04-12T01:28:31.282393
0.245297,0.247207,72.148891,-4.534344,9.485603,21.712,0.181711,21.866667,Happy,2026-04-12T01:28:59.648906
0.238716,0.2425,45.168728,2.020529,12.081903,32.517333,0.101516,36.666667,Happy,2026-04-12T01:29:33.780134
0.236839,0.256045,16.351204,-0.130246,1.518528,35.218,0.022772,48.4,Happy,2026-04-12T01:29:52.612819
0.248687,0.240363,18.411079,13.027523,9.130837,7.509333,0.04612,9.2,Happy,2026-04-12T01:30:14.309178
0.237757,0.235427,39.914341,-0.561059,-18.894501,20.178667,0.06026,23.866667,Happy,2026-04-12T01:30:21.200838
0.250193,0.250787,10.579649,8.714916,8.070797,14.821333,0.01635,18.533333,Happy,2026-04-12T01:30:38.476656
0.255678,0.249324,34.933878,21.701931,8.741882,6.734,0.036981,10.133333,Happy,2026-04-12T01:31:03.133704
0.249849,0.258107,22.887007,-6.516465,-9.691399,22.055333,0.028897,36.4,Happy,2026-04-12T01:31:59.809891
0.218929,0.231945,15.627789,-2.00814,-13.032143,16.268667,0.020812,25.466667,Happy,2026-04-12T01:32:17.313903
0.243937,0.239357,30.29927,17.853425,15.526805,14.288667,0.076643,11.2,Happy,2026-04-12T01:32:35.445852
0.240086,0.236571,54.167908,5.704247,2.228694,21.604,0.08129,22.0,Happy,2026-04-12T01:32:44.749263
0.2389,0.210327,2.172103,-30.466106,-2.091373,46.93,0.045961,88.533333,Happy,2026-04-12T01:33:42.861643
0.277641,0.2459,8.475473,-16.20025,-0.644731,44.408,0.037889,72.266667,Happy,2026-04-12T01:34:05.091243
0.247995,0.244269,24.674659,5.326081,5.987801,18.7,0.031944,22.266667,Angry,2026-04-12T01:34:31.449835
0.247769,0.252011,45.169565,16.645024,13.871079,25.155333,0.10159,25.333333,Angry,2026-04-12T01:34:44.188754
0.245403,0.246583,34.332836,3.2447,4.233929,26.710667,0.05134,24.666667,Angry,2026-04-12T01:34:55.375268
0.249226,0.249831,12.539501,-3.402867,4.358846,25.525333,0.036377,38.8,Angry,2026-04-12T01:35:08.219872
0.257889,0.25465,30.308964,11.797278,6.020554,15.454,0.035768,15.866667,Angry,2026-04-12T01:35:27.257263
0.262937,0.261458,23.738198,7.196635,2.550861,25.912,0.028254,38.933333,Angry,2026-04-12T01:35:49.379672
0.253798,0.254101,50.519603,-22.184534,12.415884,35.279333,0.163476,44.666667,Angry,2026-04-12T01:36:07.465621
0.25395,0.243515,45.506613,-7.868055,3.205768,28.134,0.107925,27.466667,Angry,2026-04-12T01:36:14.910040
0.258417,0.255613,53.372204,-12.440725,18.085487,31.376667,0.128359,38.533333,Angry,2026-04-12T01:36:39.138825
0.250973,0.245254,38.118346,22.386029,17.71798,10.932667,0.085231,6.8,Angry,2026-04-12T01:36:57.069231
0.248001,0.254247,23.103655,4.322835,12.035385,31.052,0.034927,32.8,Angry,2026-04-12T01:37:18.867125
0.250577,0.249993,35.758993,4.932561,11.729049,29.592,0.079612,36.8,Angry,2026-04-12T01:37:43.703158
0.254886,0.254873,34.430573,6.117798,7.361975,37.972667,0.061063,66.0,Angry,2026-04-12T01:38:06.464241
0.254171,0.242266,33.809397,8.755091,10.677669,22.030667,0.073158,24.266667,Angry,2026-04-12T01:38:16.843160
0.248214,0.26075,14.713552,-5.997033,-1.253796,39.642667,0.023875,65.333333,Angry,2026-04-12T01:38:29.310210
0.251843,0.251813,38.674959,8.56328,16.272824,21.41,0.05742,21.866667,Angry,2026-04-12T01:38:39.866197
0.258435,0.258111,9.946633,6.320223,6.682057,36.68,0.012409,41.6,Angry,2026-04-12T01:40:05.537242
0.251661,0.246098,14.591991,9.996445,10.925949,10.177333,0.024104,10.933333,Angry,2026-04-12T01:40:26.322789
0.255135,0.242422,33.161028,-4.370739,4.654731,30.345333,0.048664,35.333333,Angry,2026-04-12T01:40:40.988802
0.256266,0.255206,35.843335,-14.145975,11.416633,33.533333,0.0939,39.2,Angry,2026-04-12T01:40:57.591724
0.244641,0.242162,2.948324,1.680214,3.190877,38.605333,0.006568,57.2,Angry,2026-04-12T01:41:14.905167
0.246697,0.247429,24.382067,-0.925766,3.682921,29.938,0.029993,41.2,Angry,2026-04-12T01:41:25.467895
0.256509,0.255036,39.516697,-5.546922,15.843518,29.827333,0.075015,29.333333,Angry,2026-04-12T01:41:37.688364
0.256881,0.260306,39.222019,-13.692111,18.405903,28.327333,0.098614,32.0,Angry,2026-04-12T01:42:07.106905
0.251531,0.248259,54.529866,4.545701,11.782217,22.292667,0.137723,18.666667,Angry,2026-04-12T01:42:20.750398
0.247126,0.249131,23.258945,3.414925,11.670551,33.015333,0.045514,33.066667,Angry,2026-04-12T01:42:40.927970
0.250665,0.256532,23.278835,4.244771,2.657709,27.058,0.029056,27.866667,Angry,2026-04-12T01:43:17.538060
0.260725,0.245345,31.32818,5.401861,-11.713702,14.700667,0.047476,16.933333,Angry,2026-04-12T01:43:37.540084
0.253945,0.259982,22.195002,-21.829613,9.718039,46.414,0.089947,70.0,Angry,2026-04-12T01:44:07.139462
0.253017,0.259465,53.128952,-4.966573,7.637385,30.024667,0.116025,31.2,Angry,2026-04-12T01:44:24.319093
0.263613,0.281582,10.09812,1.36532,-1.125751,18.798667,0.014486,28.4,Angry,2026-04-12T01:44:35.074417
0.240259,0.252992,27.748449,9.297921,-4.217087,12.187333,0.030296,16.4,Angry,2026-04-12T01:44:51.501945
0.254735,0.256148,46.772258,-14.151615,5.670537,30.572667,0.087689,46.666667,Angry,2026-04-12T01:45:04.139547
0.247263,0.24669,44.528827,24.366377,11.205721,9.169333,0.067545,10.266667,Angry,2026-04-12T01:45:12.688419
0.254851,0.248396,27.556185,2.574991,15.964292,26.648,0.068896,22.533333,Angry,2026-04-12T01:45:21.588323
0.262919,0.258496,31.719427,5.45403,-6.185378,14.067334,0.014864,28.708634,Energetic,2026-04-12T01:45:36.588323
0.263895,0.241487,46.146371,19.029359,5.012871,-1.011507,-0.044597,4.988703,Sad,2026-04-12T01:46:04.588323
0.263638,0.246323,31.338342,-7.301745,11.734705,33.5361,0.072186,43.74339,Happy,2026-04-12T01:46:34.588323
0.246773,0.255366,27.582053,3.079052,9.609283,23.828085,0.005423,48.487111,Angry,2026-04-12T01:46:44.588323
0.244535,0.239168,21.360777,-7.147612,0.754122,20.159202,0.040549,20.892576,Energetic,2026-04-12T01:46:57.588323
0.221504,0.242396,24.065246,13.425453,2.274895,16.850606,0.022309,9.972151,Sad,2026-04-12T01:47:21.588323
0.241426,0.238926,45.457232,12.123017,-0.699228,46.863915,0.091553,53.506282,Happy,2026-04-12T01:47:39.588323
0.258849,0.243616,42.071255,-13.973502,11.930463,25.344763,-0.02939,24.705765,Angry,2026-04-12T01:47:51.588323
0.253934,0.258129,8.508996,13.619789,16.57046,47.608397,0.018721,44.491148,Energetic,2026-04-12T01:48:14.588323
0.28651,0.212043,64.919945,16.024631,13.917683,-4.495611,0.085787,29.15895,Sad,2026-04-12T01:48:25.588323
0.234188,0.245599,33.503558,-3.558196,17.612289,15.336914,0.098835,17.188794,Happy,2026-04-12T01:48:38.588323
0.257417,0.253867,19.00632,-10.229843,5.930754,26.015645,0.078182,42.60767,Angry,2026-04-12T01:49:07.588323
0.268738,0.252392,28.320646,5.898899,-10.978422,16.839073,0.027785,54.942955,Energetic,2026-04-12T01:49:26.588323
0.264785,0.215432,41.516492,21.938046,8.207977,17.687985,0.005021,15.061103,Sad,2026-04-12T01:49:47.588323
0.254537,0.240749,36.161077,6.114713,-1.703128,25.59927,0.000306,48.761552,Happy,2026-04-12T01:50:05.588323
0.25146,0.256425,19.539455,4.314963,5.49596,14.655756,0.038466,20.769308,Angry,2026-04-12T01:50:15.588323
0.244278,0.2554,16.36523,7.429338,-3.998761,14.601848,0.026733,29.304307,Energetic,2026-04-12T01:50:30.588323
0.211344,0.263285,46.632317,-7.372516,13.474829,3.012356,0.017629,-0.461381,Sad,2026-04-12T01:50:44.588323
0.22468,0.238488,53.521337,13.077106,1.52356,14.716562,0.055258,6.763048,Happy,2026-04-12T01:51:02.588323
0.249162,0.25122,31.296148,0.900402,3.101452,26.551772,0.112174,19.971637,Angry,2026-04-12T01:51:28.588323
0.234983,0.245877,22.939282,1.043371,11.351926,26.179822,0.051958,21.466757,Energetic,2026-04-12T01:51:42.588323
0.257547,0.275513,14.490707,9.936341,2.793741,15.68557,0.119846,43.331086,Sad,2026-04-12T01:51:53.588323
0.243872,0.246897,22.046855,12.666361,-1.89432,39.796146,0.034604,24.191979,Happy,2026-04-12T01:52:10.588323
0.253155,0.247603,23.597175,2.652945,9.612238,21.829384,0.055553,6.473676,Angry,2026-04-12T01:52:24.588323
0.250116,0.253933,7.212431,2.995628,0.307164,30.925854,0.066204,30.40662,Energetic,2026-04-12T01:52:51.588323
0.168271,0.235168,22.620964,5.163889,3.422379,13.224106,-0.0183,28.981039,Sad,2026-04-12T01:53:08.588323
0.247615,0.259429,3.308216,1.818786,3.043221,14.778206,0.059768,-0.025568,Happy,2026-04-12T01:53:35.588323
0.256067,0.242338,33.74666,22.564691,11.601336,27.933962,0.068502,42.777093,Angry,2026-04-12T01:53:55.588323
0.250434,0.232561,4.479746,-3.967091,-9.723799,41.111817,0.050799,31.220179,Energetic,2026-04-12T01:54:08.588323
0.249037,0.262058,27.041831,23.596745,12.669202,-7.506396,0.054841,18.78043,Sad,2026-04-12T01:54:36.588323
0.26528,0.246878,4.102387,-1.685723,6.803583,22.884349,0.046969,39.109194,Happy,2026-04-12T01:54:50.588323
0.251779,0.241498,9.333345,-4.908018,6.182745,31.938696,0.026966,36.475558,Angry,2026-04-12T01:55:02.588323
0.263352,0.256088,24.606996,1.701573,6.675855,13.464979,0.057284,37.916395,Energetic,2026-04-12T01:55:24.588323
0.279224,0.244465,13.770197,14.828104,19.393601,29.265601,0.06214,19.196106,Sad,2026-04-12T01:55:46.588323
0.239963,0.233487,33.308871,19.315308,-0.105913,13.405966,0.00481,54.220827,Happy,2026-04-12T01:55:56.588323
0.253158,0.258255,47.173509,-3.534532,8.756051,33.250923,0.070638,51.307678,Angry,2026-04-12T01:56:11.588323
0.234356,0.243884,14.003965,-13.801699,-4.903081,26.901094,0.060136,61.412112,Energetic,2026-04-12T01:56:33.588323
0.266417,0.304078,56.913108,9.881284,10.536046,24.512144,0.026375,28.187244,Sad,2026-04-12T01:56:56.588323
0.266818,0.247195,10.395607,-3.292094,1.838611,33.511322,0.08514,55.452289,Happy,2026-04-12T01:57:13.588323
0.250853,0.247647,47.555924,5.893574,8.018551,22.630385,0.082243,37.531036,Angry,2026-04-12T01:57:41.588323
0.241841,0.250557,30.654227,-9.685977,3.253314,18.790102,0.041004,16.305134,Energetic,2026-04-12T01:58:06.588323
0.270163,0.277531,43.153794,6.844101,4.055156,11.593135,0.003004,-1.301551,Sad,2026-04-12T01:58:28.588323
0.258349,0.244218,13.247981,16.865846,4.713233,23.434249,0.063454,36.8149,Happy,2026-04-12T01:58:46.588323
0.255771,0.264122,37.627835,7.536346,9.388472,25.563508,0.146708,37.546794,Angry,2026-04-12T01:59:01.588323
0.275351,0.251555,14.950425,-12.993304,-6.337812,42.196806,0.025439,50.336628,Energetic,2026-04-12T01:59:26.588323
0.312094,0.22479,29.220151,20.414423,5.84308,31.508967,0.049166,27.714438,Sad,2026-04-12T01:59:37.588323
0.235793,0.246329,22.001549,-5.84844,13.806528,18.088873,0.133042,34.399364,Happy,2026-04-12T01:59:54.588323
0.246286,0.249447,47.498973,4.263864,10.134385,21.031403,0.118793,40.407368,Angry,2026-04-12T02:00:07.588323
0.24693,0.238271,25.665367,8.478823,8.022388,24.336917,0.032371,37.933199,Energetic,2026-04-12T02:00:30.588323
0.346348,0.238477,7.4617,15.641729,0.0586,1.137715,-0.027706,13.858061,Sad,2026-04-12T02:00:42.588323
0.256222,0.255162,41.081493,13.818922,-3.018758,37.393489,0.084611,71.790938,Happy,2026-04-12T02:00:54.588323
0.246837,0.246038,45.853448,-3.466439,8.011265,32.750332,0.071563,54.428421,Angry,2026-04-12T02:01:20.588323
0.260611,0.251462,28.309259,7.565779,4.954236,26.991228,0.021709,35.618511,Energetic,2026-04-12T02:01:48.588323
0.222044,0.286118,14.97259,22.426397,8.715082,21.208912,0.05211,7.739154,Sad,2026-04-12T02:02:00.588323
0.239414,0.247272,-2.316181,6.83879,7.560256,29.011535,0.104329,63.543711,Happy,2026-04-12T02:02:25.588323
0.253381,0.235819,28.584146,5.855603,7.45457,12.477672,0.022249,43.276777,Angry,2026-04-12T02:02:47.588323
0.241222,0.24349,16.210815,13.292807,-11.701375,29.285693,0.034757,44.619683,Energetic,2026-04-12T02:03:05.588323
0.251307,0.243042,39.135973,27.150254,-4.557754,22.581723,0.087932,-18.688935,Sad,2026-04-12T02:03:28.588323
0.238158,0.248535,-18.430148,11.879586,-2.784307,55.058064,0.073231,85.974963,Happy,2026-04-12T02:03:49.588323
0.252002,0.247231,43.557488,-3.965736,5.493094,34.383817,0.091058,13.000658,Angry,2026-04-12T02:04:18.588323
0.243434,0.260838,45.244855,9.954631,3.095746,29.151728,0.035048,57.460117,Energetic,2026-04-12T02:04:33.588323
0.265809,0.247819,6.706244,32.237605,3.652924,11.743844,0.020409,-1.481553,Sad,2026-04-12T02:04:56.588323
0.244202,0.23636,16.277741,5.200562,1.615506,25.048642,0.058238,61.562739,Happy,2026-04-12T02:05:20.588323
0.255382,0.248811,22.959378,-6.726875,12.644301,47.842809,0.03882,-8.001947,Angry,2026-04-12T02:05:33.588323
0.263385,0.247058,12.335741,8.746744,-6.398877,47.303386,0.050292,26.744638,Energetic,2026-04-12T02:05:48.588323
0.261193,0.244602,41.517667,11.14222,12.013409,10.803235,0.056455,3.153493,Sad,2026-04-12T02:06:18.588323
0.230064,0.245403,20.771646,3.646245,9.003795,18.574006,0.101108,39.096123,Happy,2026-04-12T02:06:45.588323
0.254146,0.248867,52.952513,-5.435086,9.001275,39.201753,0.038669,39.083264,Angry,2026-04-12T02:06:57.588323
0.263151,0.235175,17.638162,1.724265,9.724443,23.438846,0.038454,21.731131,Energetic,2026-04-12T02:07:25.588323
0.223997,0.246205,34.507937,10.167016,0.714726,14.919209,0.05736,14.352733,Sad,2026-04-12T02:07:47.588323
0.223254,0.2505,55.16256,0.173134,-0.475041,32.736666,0.019589,46.297309,Happy,2026-04-12T02:08:08.588323
0.257205,0.245069,49.418198,-16.651129,10.455065,33.510925,0.001767,31.545,Angry,2026-04-12T02:08:18.588323
0.260015,0.226357,16.218492,-5.41649,-3.723661,32.819095,0.038407,38.827288,Energetic,2026-04-12T02:08:42.588323
0.223104,0.21924,48.006133,10.461643,1.952532,13.460214,0.102546,64.043103,Sad,2026-04-12T02:09:02.588323
0.23264,0.256738,9.290295,6.172657,9.943951,30.354216,-0.041305,52.098494,Happy,2026-04-12T02:09:30.588323
0.25673,0.251097,6.854067,-6.405892,7.31166,31.172573,0.096449,46.426899,Angry,2026-04-12T02:09:49.588323
0.278989,0.247909,38.736396,3.530411,-6.088502,36.444912,0.038328,25.376412,Energetic,2026-04-12T02:10:05.588323
0.221718,0.279023,19.371265,17.089911,11.554934,27.621057,0.040275,29.96421,Sad,2026-04-12T02:10:31.588323
0.259924,0.238462,42.967666,-29.326685,2.596732,33.381848,0.031954,49.64023,Happy,2026-04-12T02:10:57.588323
0.245766,0.242562,23.591331,11.247613,6.833767,30.768541,0.022221,54.677595,Angry,2026-04-12T02:11:20.588323
0.240834,0.25076,24.928281,6.067225,11.991883,14.246594,0.076366,35.592191,Energetic,2026-04-12T02:11:50.588323
0.246407,0.282117,26.02397,5.659859,0.698512,19.628284,0.047064,21.647288,Sad,2026-04-12T02:12:13.588323
0.251736,0.24494,17.635051,1.941309,6.412648,20.954844,0.01879,75.747754,Happy,2026-04-12T02:12:43.588323
0.251113,0.261011,26.864183,-7.070014,9.338273,31.797001,0.104119,24.621929,Angry,2026-04-12T02:12:59.588323
0.223273,0.244516,16.431131,10.312786,10.075873,13.175708,0.033165,45.731807,Energetic,2026-04-12T02:13:24.588323
0.28489,0.280666,52.299557,9.393716,-0.364791,17.995553,0.058093,44.619594,Sad,2026-04-12T02:13:47.588323
0.257299,0.236953,40.792364,1.677117,10.603546,18.705092,0.05945,20.914808,Happy,2026-04-12T02:14:11.588323
0.260794,0.258774,27.770437,1.478382,10.513245,32.697684,0.060345,29.280295,Angry,2026-04-12T02:14:34.588323
0.2388,0.234677,0.935907,-11.45426,5.063822,25.512471,0.01612,1.005528,Energetic,2026-04-12T02:14:52.588323
